"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201006","2010","18062010 - Chocolate and sugar confectionery containing cocoa","3990","256870","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","850","64420","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","172.68","16307","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1020","77672","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","116100","2985431","ASIA"
"Imports","DFM","Cape Town Int Airport","DE","Germany","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","0.59","306","EUROPE"
"Imports","GMR","Germiston/Alberton","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","18000","507030","EUROPE"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","49","1422","AFRICA"
"Imports","JHB","Johannesburg","CN","China","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2000","34225","ASIA"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2033.66","180455","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","3161","163860","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","416.46","27071","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201007","2010","18062010 - Chocolate and sugar confectionery containing cocoa","114","3482","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","9116","628818","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","960","66000","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","28943","914560","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","255","19713","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","53675","1371832","ASIA"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","170","2109","AFRICA"
"Imports","GMR","Germiston/Alberton","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","41320","619361","EUROPE"
"Imports","JHB","Johannesburg","MY","Malaysia","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","39.52","67","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","AU","Australia","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2.5","542","OCEANIA"
"Imports","JSA","O.R. Tambo Int Airport","NL","Netherlands","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","25","17789","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1684","20377","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201008","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1","235","AFRICA"
"Imports","CTN","Cape Town","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","640","22570","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","28452","1216516","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","5881","266497","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","41330","1406710","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4200","175552","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4212","152953","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","120000","2900805","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","789.57","65480","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1258","37256","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4.57","348","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","17.15","5173","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201105","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1","653","AFRICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","18062010","KG","03","Road","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","8","250","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","46","285","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","74","7437","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","17.35","1296","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","13.44","1976","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","2180","59479","EUROPE"
"Imports","JHB","Johannesburg","CN","China","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","321.76","5860","ASIA"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","153","2201","AFRICA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1112.6","92772","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","120000","3193718","ASIA"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","33.99","4186","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","44800","1576778","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","278","13634","EUROPE"
"Imports","CTN","Cape Town","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1000","35878","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201106","2011","18062010 - Chocolate and sugar confectionery containing cocoa","5138","223579","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","5300","149374","AMERICA"
"Imports","CTN","Cape Town","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","800","8208","ASIA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","7214.4","329918","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","43400","1662323","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","2813.6","133974","EUROPE"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","504","26446","EUROPE"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201107","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4350","98233","EUROPE"
